Week,Player,Position,Game,Points,Pass_Attempts,Pass_Completions,Yards,TD,INT,Two_Pass,Rush_Attempt,Rush_Yards,Rush_TD,Two_Rush,Receptions,Rec_Yards,Rec_TD,Two_Rec,FL,TD
4,David Morgan,TE,MIN@LA,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
4,Khari Lee,TE,BUF@GB,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
4,Lance Kendricks,TE,BUF@GB,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
4,Virgil Green,TE,SF@LAC,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0
4,Mike Gesicki,TE,MIA@NE,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
4,Will Dissly,TE,SEA@ARI,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
4,Antony Auclair,TE,TB@CHI,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
4,Dwayne Allen,TE,MIA@NE,0,0,0,0,0,0,0,0,0,0,0,1,-4,0,0,0,0
5,Eric Ebron,TE,IND@NE,22,0,0,0,0,0,0,0,0,0,0,9,105,2,0,0,0
5,Zach Ertz,TE,MIN@PHI,17,0,0,0,0,0,0,0,0,0,0,10,110,1,0,0,0
5,Erik Swoope,TE,IND@NE,10,0,0,0,0,0,0,0,0,0,0,3,44,1,0,0,0
5,Travis Kelce,TE,JAX@KC,10,0,0,0,0,0,0,0,0,0,0,5,100,0,0,0,0
5,George Kittle,TE,ARI@SF,8,0,0,0,0,0,0,0,0,0,0,5,83,0,0,0,0
5,Josh Hill,TE,WAS@NO,8,0,0,0,0,0,0,0,0,0,0,2,24,1,0,0,0
5,Austin Hooper,TE,ATL@PIT,7,0,0,0,0,0,0,0,0,0,0,9,77,0,0,0,0
5,Rob Gronkowski,TE,IND@NE,7,0,0,0,0,0,0,0,0,0,0,6,75,0,0,0,0
5,Virgil Green,TE,OAK@LAC,7,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,0
5,Jimmy Graham,TE,GB@DET,7,0,0,0,0,0,0,0,0,0,0,6,76,0,0,0,0
5,David Njoku,TE,BAL@CLE,6,0,0,0,0,0,0,0,0,0,0,6,69,0,0,0,0
5,Lance Kendricks,TE,GB@DET,6,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0
5,Ryan Griffin,TE,DAL@HOU,6,0,0,0,0,0,0,0,0,0,0,6,65,0,0,0,0
5,Geoff Swaim,TE,DAL@HOU,5,0,0,0,0,0,0,0,0,0,0,3,55,0,0,0,0
5,Nick Vannett,TE,LA@SEA,4,0,0,0,0,0,0,0,0,0,0,3,43,0,0,0,0
5,C.J. Uzomah,TE,MIA@CIN,4,0,0,0,0,0,0,0,0,0,0,2,43,0,0,0,0
5,Kyle Rudolph,TE,MIN@PHI,4,0,0,0,0,0,0,0,0,0,0,5,41,0,0,0,0
5,Benjamin Watson,TE,WAS@NO,3,0,0,0,0,0,0,0,0,0,0,4,30,0,0,0,0
5,Ian Thomas,TE,NYG@CAR,3,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,0
5,Rico Gathers,TE,DAL@HOU,3,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0
