Week,Player,Position,Game,Points,Pass_Attempts,Pass_Completions,Yards,TD,INT,Two_Pass,Rush_Attempt,Rush_Yards,Rush_TD,Two_Rush,Receptions,Rec_Yards,Rec_TD,Two_Rec,FL,TD
2,Terrance Williams,WR,NYG@DAL,1,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
2,Demaryius Thomas,WR,OAK@DEN,1,0,0,0,0,0,0,0,0,0,0,5,18,0,0,0,0
2,Ryan Switzer,WR,KC@PIT,1,0,0,0,0,0,0,2,5,0,0,1,14,0,0,0,0
2,Kenny Stills,WR,MIA@NYJ,1,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0
2,Tre'Quan Smith,WR,CLE@NO,1,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0
2,Tajae Sharpe,WR,HOU@TEN,1,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0
2,Mohamed Sanu,WR,CAR@ATL,1,0,0,0,0,0,0,1,-4,0,0,2,19,0,0,0,0
2,Chester Rogers,WR,IND@WAS,1,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0
2,Cordarrelle Patterson,WR,NE@JAX,1,0,0,0,0,0,0,1,5,0,0,3,18,0,0,0,0
2,Cole Beasley,WR,NYG@DAL,1,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0
2,Robby Anderson,WR,MIA@NYJ,1,0,0,0,0,0,0,0,0,0,0,3,27,0,0,1,0
2,Marquez Valdes-Scantling,WR,MIN@GB,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
2,Courtland Sutton,WR,OAK@DEN,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
2,John Ross,WR,BAL@CIN,0,0,0,0,0,0,0,1,-3,0,0,1,8,0,0,0,0
2,Chris Moore,WR,BAL@CIN,0,0,0,0,0,0,0,1,2,0,0,2,9,0,0,0,0
2,Rishard Matthews,WR,HOU@TEN,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0
2,Jermaine Kearse,WR,MIA@NYJ,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0
2,J.J. Jones,WR,LAC@BUF,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,Allen Hurns,WR,NYG@DAL,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
2,Adam Humphries,WR,PHI@TB,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
2,Michael Gallup,WR,NYG@DAL,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
2,D.J. Chark,WR,NE@JAX,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,1,0
2,Derek Carrier,WR,OAK@DEN,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
2,Josh Bellamy,WR,SEA@CHI,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
3,Calvin Ridley,WR,NO@ATL,32,0,0,0,0,0,0,1,9,0,0,7,146,3,0,0,0
3,Robert Woods,WR,LAC@LA,23,0,0,0,0,0,0,3,13,0,0,10,104,2,0,0,0
3,Jordy Nelson,WR,OAK@MIA,23,0,0,0,0,0,0,0,0,0,0,6,173,1,0,0,0
3,Albert Wilson,WR,OAK@MIA,21,1,1,52,1,0,0,0,0,0,0,2,74,1,0,0,0
3,Mike Williams,WR,LAC@LA,20,0,0,0,0,0,0,0,0,0,0,4,81,2,0,0,0
3,Jakeem Grant,WR,OAK@MIA,19,0,0,0,0,0,0,0,0,0,0,2,70,2,0,0,0
3,Mike Evans,WR,PIT@TB,19,0,0,0,0,0,0,0,0,0,0,6,137,1,0,0,0
3,Tyler Boyd,WR,CIN@CAR,19,0,0,0,0,0,0,1,5,0,0,6,132,1,0,0,0
3,Will Fuller,WR,NYG@HOU,16,0,0,0,0,0,0,0,0,0,0,5,101,1,0,0,0
3,Sterling Shepard,WR,NYG@HOU,14,0,0,0,0,0,0,0,0,0,0,6,80,1,0,0,0
3,Sammy Watkins,WR,SF@KC,13,0,0,0,0,0,0,2,20,0,0,5,55,1,0,0,0
3,Tyler Lockett,WR,DAL@SEA,13,0,0,0,0,0,0,1,5,0,0,4,77,1,0,0,0
3,Cooper Kupp,WR,LAC@LA,13,0,0,0,0,0,0,1,-3,0,0,4,71,1,0,0,0
3,Geronimo Allison,WR,GB@WAS,13,0,0,0,0,0,0,0,0,0,0,2,76,1,0,0,0
3,Michael Thomas,WR,NO@ATL,12,0,0,0,0,0,0,0,0,0,0,10,129,0,0,0,0
